review_idx,true_label,dyslexic_word,top_suggestion,all_suggestions,intent_matched,rule_id,rule_description,context
57,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...in Beirut, and nevr has done.<br /><br />The Eastenders I know..."
57,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...rut, and nevr has done.<br /><br />The Eastenders I know (the ..."
57,NEGATIVE,Eastenders,Fasteners,Fasteners | Bartenders | Extenders | Ascenders | Easterners,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...nevr has done.<br /><br />The Eastenders I know (the real ones) are ki...
58,POSITIVE,video tape,videotape,videotape,False,VIDEO_TAPE_COMPOUND,The word “videotape” is normally spelled as one word.,...ete genre and not just sex in video tape. Paul Thomas Anderson put his...
59,POSITIVE,Shehzad,Shead,Shead,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...I love this film. Shehzad Khan's portrayal as Bhalla a....
59,POSITIVE,Bhalla,Balla,Balla,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,".... Shehzad Khan's portrayal as Bhalla a.k.a. ""Shut up, Robert!"" was..."
59,POSITIVE,Viju,Via,Via | View | Vice | Ridge | Virus,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e, you could hear him squeal. Viju Khote is the dumbfounded Robe..."
59,POSITIVE,Khote,Home,Home | Those | Photo | White | Wrote,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...u could hear him squeal. Viju Khote is the dumbfounded Robert a.k...
59,POSITIVE,Kapoor,Ka poor,Ka poor,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... ""Rabbit"". I love that Shakti Kapoor a.k.a. ""Crime Master Gogo"". P..."
59,POSITIVE,Gogo,Logo,Logo | Gogh | Togo | Gogol | Goo,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...i Kapoor a.k.a. ""Crime Master Gogo"". Paresh Rawal's double role ..."
59,POSITIVE,Paresh,Parish,Parish | Pares | Naresh | Parekh,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...r a.k.a. ""Crime Master Gogo"". Paresh Rawal's double role is so awe..."
59,POSITIVE,Rawal,Ramal,Ramal,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,".... ""Crime Master Gogo"". Paresh Rawal's double role is so awesomely..."
59,POSITIVE,Ramgopal,Removal,Removal | Rational | Ramona | Amoral | Jargonal,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ilarious for his portrayal as Ramgopal Bajaj & Shyamgopal Bajaj. Rav...
59,POSITIVE,Raveena,Ravenna,Ravenna,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...pal Bajaj & Shyamgopal Bajaj. Raveena Tandon and Karishma Kapoor ar...
59,POSITIVE,Tandon,Tendon,Tendon | Landon | Andon | Sandon,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...j & Shyamgopal Bajaj. Raveena Tandon and Karishma Kapoor are out o...
59,POSITIVE,Karishma,Krishna,Krishna | Kanishka | Karima | Kirishima | Marisha,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...pal Bajaj. Raveena Tandon and Karishma Kapoor are out of this world....
59,POSITIVE,Kapoor,Ka poor,Ka poor,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,.... Raveena Tandon and Karishma Kapoor are out of this world. My bro...
59,POSITIVE,realy,real,real | ready | really | realm | relay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...this world. My brother does a realy good mimicry of Bhalla saying...
59,POSITIVE,Bhalla,Balla,Balla,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... does a realy good mimicry of Bhalla saying. ""Rel..."
59,POSITIVE,Rel,REL,REL | Real | Red | Del | Rely,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...od mimicry of Bhalla saying. ""Rel..."
60,NEGATIVE,Hollyweird,Holly weird,Holly weird,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...h American movies these days? Hollyweird keeps making movies that hav ...
60,NEGATIVE,hav,had,had | has | have | hat | hay,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...eird keeps making movies that hav men acting like women and wom...
60,NEGATIVE,thier,their,their | tier | thief | trier | Thiel,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...er of this movie need to have thier heads examined. The main prob...
60,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...nist portrayals of the sexes.<br /><br />In the scenes of the ...
60,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ortrayals of the sexes.<br /><br />In the scenes of the bar, E..."
61,POSITIVE,swedish,Swedish,Swedish | swish | swedes | sweetish | swinish,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...enings in Gothenburg 2001. In swedish media the demonstrators were ...
61,POSITIVE,pepol,pe pol,pe pol,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...y are intelligent, articulate pepol that has something to say - A..."
61,POSITIVE,beleive,believe,believe,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... by the force of bricks. They beleive in a better world, a wurld wh..."
61,POSITIVE,wurld,world,world,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... beleive in a better world, a wurld where people can think and sa..."
62,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ly a disappointment for me. I woz planning to watch a historica...
62,NEGATIVE,First of all,First,First | Firstly | Foremost,True,FIRST_OF_ALL,"Often, this adverbial phrase is redundant. Consider using an alternative.","...e screen was a fictional one. First of all, the main character of the mo..."
62,NEGATIVE,Cengiz,Cenis,Cenis | Deniz,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e main character of the movie Cengiz Han, the great conquer was po..."
63,POSITIVE,Eschnapur,Schnapps,Schnapps | Escaper | Escheator | Schnaps,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ance in Fritz Lang's Tiger of Eschnapur, available on DVD, were she p..."
63,POSITIVE,were,where,where | we,True,WERE_VBB,Did you mean “where” or “we”?,"... Eschnapur, available on DVD, were she played the temple dancer ..."
63,POSITIVE,Seetha,Seethe,Seethe | Geetha,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... she played the temple dancer Seetha.<br /><br />One problem with ...
63,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...yed the temple dancer Seetha.<br /><br />One problem with the ...
63,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...e temple dancer Seetha.<br /><br />One problem with the movie ...
64,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...y production, run away. Fast.<br /><br />Kelly proved to the w..."
64,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...uction, run away. Fast.<br /><br />Kelly proved to the world a..."
64,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... one pretentious director. It woz indulgent and convoluted. In ...
64,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e Box"", not much has changed.<br /><br />I can picture what hi..."
64,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"..., not much has changed.<br /><br />I can picture what his pitc..."
64,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...Matheson's old short stories.<br /><...
65,POSITIVE,humor,humour,humour,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘humor’ is American English.,"... its distinctive style, droll humor; ability to draw comedy from ..."
65,POSITIVE,wo,WO,WO | to | we | who | two,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e, to leave average audiences wo..."
66,POSITIVE,famly,family,family | fatly,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... it was released but since my famly never went to movie theaters ...
66,POSITIVE,movie theaters,cinemas,cinemas,False,MOVIE_THEATER_CINEMA,The term ‘movie theaters’ is common for American English. Did you mean “cinemas”?,... since my famly never went to movie theaters I saw it on Network TV. I rem...
66,POSITIVE,remeber,remember,remember,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ers I saw it on Network TV. I remeber watching it alone and crying ...
66,POSITIVE,thier,their,their | tier | thief | trier | Thiel,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...nse (Rocky was the first) and thier haven't been many since. I ca...
67,POSITIVE,movie theater,cinema,cinema,False,MOVIE_THEATER_CINEMA,The term ‘movie theater’ is common for American English. Did you mean “cinema”?,...riginally saw this movie in a movie theater on Times Square in the late e...
67,POSITIVE,woud,would,would | word | wood | loud | wound,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...are in the late eighties. Who woud have thought this film would ...
67,POSITIVE,Night, Night, Night,False,SENTENCE_WHITESPACE,Add a space between sentences.,... and have this cult following.Night of the Demons woz like most o...
67,POSITIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...following.Night of the Demons woz like most other films that ca...
67,POSITIVE,A, A, A,True,SENTENCE_WHITESPACE,Add a space between sentences.,...lms that came out at the time.A group of horny teenagers find...
67,POSITIVE,Come, Come, Come,False,SENTENCE_WHITESPACE,Add a space between sentences.,...time in various gruesome ways.Come to think of it the formula st...
67,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...y Saw II that I recently saw.<br /><b...
69,NEGATIVE,cheapie,kelpie,kelpie,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... Cavern"" is obviously a quick cheapie made to piggyback on the curr..."
69,NEGATIVE,spelun,spelunk,spelunk,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ts of darkness-claustrophobic spelun...
70,NEGATIVE,realy,real,real | ready | really | realm | relay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...was an okay movie, but did it realy merit a sequel? I don't think..."
70,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...n't even good in this sequel.<br /><br />I can't realy put my ...
70,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...en good in this sequel.<br /><br />I can't realy put my finger...
70,NEGATIVE,realy,real,real | ready | really | realm | relay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...is sequel.<br /><br />I can't realy put my finger on why this mov...
70,NEGATIVE,clu,CLU,CLU | club | CPU | clue | CDU,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...mportantly, a rebel without a clu..."
71,NEGATIVE,one sided,one-sided,one-sided,False,EN_COMPOUNDS_ONE_SIDED,This word is normally spelled with a hyphen.,...I think the movie was one sided I watched it recently and fin...
71,NEGATIVE,movie makers,moviemakers,moviemakers,False,MAKER_COMPOUNDS,This noun is normally spelled as one word.,...ocumentary typical of western movie makers that was biased without subst...
71,NEGATIVE,thier,their,their | tier | thief | trier | Thiel,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ecause of this fish business, thier prostitutes were there way be..."
71,NEGATIVE,becoz,become,become | below | Benz | bacon | beacon,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...lone Tanzania and this is not becoz of fish fillet business, in f..."
72,NEGATIVE,Skenbart,Stewart,Stewart | Schubert | Schoenberg | Skincare | Herbart,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...Set in 1945, Skenbart follows a failed Swedish book..."
72,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...fugees, and even more people.<br /><br />Meant as a mix of noi..."
72,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"..., and even more people.<br /><br />Meant as a mix of noir-ish ..."
72,NEGATIVE,noir-ish,nourish,nourish,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...<br /><br />Meant as a mix of noir-ish thriller (which it...
73,POSITIVE," ,",",",",",True,COMMA_PARENTHESIS_WHITESPACE,"Put a space after the comma, but not before the comma.","...m female writers and directors , and I think lots of other wom..."
74,NEGATIVE,Issac,Isaac,Isaac | Isiac | Is sac,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ust couldn't stop laughing at Issac's voice, it was just like a h..."
74,NEGATIVE,high pitched,high-pitched,high-pitched,False,EN_COMPOUNDS_HIGH_PITCHED,This word is normally spelled with a hyphen.,"...c's voice, it was just like a high pitched whiny girl's British voice. N..."
74,NEGATIVE,Malicai,Malic ai,Malic ai,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...British voice. Not to mention Malicai's over dramatic stick up his ...
74,NEGATIVE,over dramatic,overdramatic,overdramatic,False,OVER_COMPOUNDS,This is normally spelled as one word.,...ice. Not to mention Malicai's over dramatic stick up his butt character.<...
74,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... stick up his butt character.<br /><br />Children of the Corn ...
74,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... up his butt character.<br /><br />Children of the Corn is abo...
74,NEGATIVE,abowt,about,about | bought | Abbott | abort,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...<br />Children of the Corn is abowt a town where all the ch...
75,POSITIVE,Trond,Trend,Trend | Frond | Trod,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...Where the heck is Andreas(Trond Fausa Aurvaag), exactly? Heav..."
75,POSITIVE,Fausa,Fauna,Fauna | Faust | Hausa | FAFSA,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ere the heck is Andreas(Trond Fausa Aurvaag), exactly? Heaven? He..."
75,POSITIVE,Aurvaag,Aura,Aura | Curving | Airbag | Aural | Aurora,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e heck is Andreas(Trond Fausa Aurvaag), exactly? Heaven? Hell? A pa..."
75,POSITIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...he suicides go. Dressed as he woz at the time of his sudden dep...
76,NEGATIVE, so,", so",", so",False,COMMA_COMPOUND_SENTENCE,Use a comma before ‘so’ if it connects two independent clauses (unless they are closely connected and short).,... today and I had nothing to do so I had it on. This has to be t...
76,NEGATIVE,one liners,one-liners,one-liners,False,EN_COMPOUNDS_ONE_LINERS,This word is normally spelled with a hyphen.,... if he tried. Rob Schneider's one liners completely stunk. Fred Thomps...
76,NEGATIVE,shoud,should,should | shout | shroud | shoed | SOUD,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...mpletely stunk. Fred Thompson shoud be embarrassed that he was ev...
77,NEGATIVE, but,", but",", but",False,COMMA_COMPOUND_SENTENCE_2,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,...e Sasquatch and Bigfoot movies but this one is just a sheer wast...
77,NEGATIVE,Terrible, Terrible, Terrible,True,SENTENCE_WHITESPACE,Add a space between sentences.,"...t a sheer waste of one's time.Terrible, terrible, terrible!I watched..."
77,NEGATIVE,I, I, I,True,SENTENCE_WHITESPACE,Add a space between sentences.,"....Terrible, terrible, terrible!I watched this movie last night..."
77,NEGATIVE,coud,could,could,True,WOLD_WOULD,Did you mean “could”?,"... last night, and it was all I coud do to finish watching.I under..."
77,NEGATIVE,I, I, I,True,SENTENCE_WHITESPACE,Add a space between sentences.,... I coud do to finish watching.I understood that this weird cr...
77,NEGATIVE,",but",", but",", but",False,COMMA_PARENTHESIS_WHITESPACE,Put a space after the comma.,"... man wanted to capture Bigfoot,but that was the only thing that ..."
77,NEGATIVE,It, It, It,True,SENTENCE_WHITESPACE,Add a space between sentences.,...that made sense in this movie.It did have some amusing parts t...
77,NEGATIVE,There, There, There,False,SENTENCE_WHITESPACE,Add a space between sentences.,...ave some amusing parts though.There was this very cheesy and corn...
77,NEGATIVE,danc,dance,dance | Dan | Dana | DAC | Dane,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...isco club with very bad disco danc...
78,NEGATIVE,realy,real,real | ready | really | realm | relay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ed number of audience members realy had any interest in watching ...
78,NEGATIVE, but,", but",", but",False,COMMA_COMPOUND_SENTENCE,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,...e hustler in New York operates but I'd be willing to bet that ev...
79,NEGATIVE, but,", but",", but",False,COMMA_COMPOUND_SENTENCE_2,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,...a fan of so-bad-so-good movies but there's nothing so-bad-so-goo...
79,NEGATIVE,humor,humour,humour,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘humor’ is American English.,"...ming cheese, no unintentional humor, nothing! - boring apocalypti..."
79,NEGATIVE,pepol,pe pol,pe pol,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... Zombie (The ""Undead"" : a few pepol with hardly any make up) nons..."
79,NEGATIVE,uther,Uther,Uther | other | Luther | ether | utter,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...rve to rip off and quote from uther (better) movies (Resident Evi...
80,POSITIVE,Chan-wook,Handbook,Handbook | Chinook | Chapbook | Handwork | Chatswood,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...If you love Chan-wook Park, you know what to expect..."
80,POSITIVE,humor,humour,humour,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘humor’ is American English.,"...c, with splashes of very grim humor. THIRST is clearly Park's sty..."
80,POSITIVE,arund,around,around | Arun,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...enty of moral ambiguity to go arund. Even the most sociopathic ch...
80,POSITIVE,sym,sum,sum | Sam | gym | SRM | SSM,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... sociopathic character evokes sym...
81,POSITIVE,Monetero,Montero,Montero,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...suddenly robbed by the bandit Monetero. However Bahunda nicks off wi...
81,POSITIVE,However,"However,","However,",False,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,A comma may be missing after the conjunctive/linking adverb ‘However’.,...obbed by the bandit Monetero. However Bahunda nicks off with the go...
81,POSITIVE,Bahunda,Bah unda,Bah unda,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... the bandit Monetero. However Bahunda nicks off with the gold and h...
81,POSITIVE,Monetero,Montero,Montero,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e gold and hides it, but when Monetero tries to get it out of him, h..."
81,POSITIVE,Monetero,Montero,Montero,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e is that of a medallion, but Monetero is captured and soon would be..."
81,POSITIVE,Monetero,Montero,Montero,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...s by (who after the bounty of Monetero) and offers to sa...
81,POSITIVE,sa,SA,SA | Sa | a | as | so,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ty of Monetero) and offers to sa...
82,POSITIVE,favorite,favourite,favourite,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘favorite’ is American English.,"...This show is my absolute favorite. This show is intelligent, en..."
82,POSITIVE,allways,always,always | hallways | allays | all ways,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...intelligent, entertaining and allways full of surprises. Lauren Gra..."
82,POSITIVE,muther,mother,mother | Luther | Mather | musher | mutter,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... as Lorelai Gilmore, a single muther who is Rory's best friend. Al..."
82,POSITIVE,Bledel,Level,Level | Blade | Blades | Blended | Bladed,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...is Rory's best friend. Alexis Bledel shines as the beautiful and i...
82,POSITIVE,Keiko,Seiko,Seiko | Reiko | Keijo,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... intelligent Rory Gilmore and Keiko Agena is one of a kind as Ror...
82,POSITIVE,Agena,Agent,Agent | Arena | Agenda | Alena | ALENA,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ligent Rory Gilmore and Keiko Agena is one of a kind as Rory's be...
82,POSITIVE,dialog,dialogue,dialogue,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘dialog’ is American English.,"...d, Lane Kim. I love the witty dialog, it's what makes it unique ab..."
82,POSITIVE,abowt,about,about | bought | Abbott | abort,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...og, it's what makes it unique abowt the show. Kelly Bishop is wic..."
82,POSITIVE,Herrman,Herman,Herman | Herrmann | Herr man,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...t as Emily Gilmore and Edward Herrman is terrific as Richard Gilmor...
82,POSITIVE,Patt,Part,Part | Past | Path | Pact | Pitt,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...fic as Richard Gilmore. Scott Patt...
83,POSITIVE,gonna,going to,going to,False,GONNA,The word ‘gonna’ is informal.,...d woman and a transsexual who gonna be a woman soon. Charlotte an...
83,POSITIVE,Venorica,Señorita,Señorita | Veronica | Menorca | Venora | Verónica,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e a woman soon. Charlotte and Venorica, both trapped by their inanim..."
83,POSITIVE,an apartment,a flat,a flat,False,APARTMENT-FLAT,The word ‘apartment’ is common for American English. Did you mean “a flat”?,"...essive ex-husband, moved into an apartment alone with all the furniture ..."
84,POSITIVE,Pasquesi,Basques,Basques | Masques | Casques,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...n an early scene, Luca (David Pasquesi) and James (Jeff Garlin) are ..."
84,POSITIVE,neighborhood,neighbourhood,neighbourhood,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘neighborhood’ is American English.,"...ff Garlin) are walking down a neighborhood street in Chicago, admiring t..."
84,POSITIVE,thay,that,that | they | than | Thai | hay,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...h woman."" A few blocks later, thay pass an old Filipino woman, a..."
84,POSITIVE,wom,won,won | whom | worm | Dom | womb,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...an an angry, elderly Filipino wom..."
85,POSITIVE,Wether,Whether,Whether | Weather | Ether | Aether | Tether,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... the main character, Michael. Wether male or female, all of us hav..."
86,POSITIVE,intresting,interesting,interesting,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ly. The story itself was both intresting and truly funny (especially t...
86,POSITIVE,truly funny,hilarious,hilarious,False,EXTREME_ADJECTIVES,Consider using an extreme adjective for ‘funny’.,...tself was both intresting and truly funny (especially the contradicting...
86,POSITIVE,viking,Viking,Viking | hiking | Vikings | biking | liking,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...icting name endings - all the viking names end in ""af"", wile all t..."
86,POSITIVE,af,AF,AF | a | of | as | at,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... all the viking names end in ""af"", wile all the Gaulish names,..."
87,NEGATIVE,caddyshack,Caddy shack,Caddy shack,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...caddyshack II does NO justice for the ca...
87,NEGATIVE,caddysack,caddy sack,caddy sack,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ck II does NO justice for the caddysack. thin plot, thin actors(excep..."
87,NEGATIVE,thin,Thin,Thin,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,"...NO justice for the caddysack. thin plot, thin actors(exception o..."
87,NEGATIVE,(, (, (,False,SPACE_BEFORE_PARENTHESIS,It appears that a white space is missing.,"...dysack. thin plot, thin actors(exception of randy quaid). the..."
87,NEGATIVE,exception of,exception to,exception to,False,EXCEPTION_OF_TO,"The usual collocation for “exception” in this context is “to”, not “of”. Did you mean “exception to”?","...ysack. thin plot, thin actors(exception of randy quaid). the ONLY thing ..."
87,NEGATIVE,quaid,quad,quad | quid | quail | qua id,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...hin actors(exception of randy quaid). the ONLY thing that is dece...
87,NEGATIVE,the,The,The,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...rs(exception of randy quaid). the ONLY thing that is decent wit...
87,NEGATIVE,..,.,. | …,True,DOUBLE_PUNCTUATION,Two consecutive dots,...h this movie is the soundtrack..maybe. this movie should have ...
87,NEGATIVE,this,This,This,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...vie is the soundtrack..maybe. this movie should have been destro...
87,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...een destroyed when the script woz written....
88,POSITIVE,Duckman,Dutchman,Dutchman | Duck man,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...est cartoon made in the USA, ""Duckman"" runs short at 70 episodes in..."
88,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... 70 episodes in four seasons.<br /><br />Unlike the often inno...
88,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...isodes in four seasons.<br /><br />Unlike the often innocuous ...
88,POSITIVE,then,than,than,True,LESS_MORE_THEN,Did you mean “than”?,"...hness, carries much more bite then it does in any uther animated..."
88,POSITIVE,uther,Uther,Uther | other | Luther | ether | utter,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...more bite then it does in any uther animated series.<br /><br />T...
88,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...in any uther animated series.<br /><br />The cultural referenc...
88,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... uther animated series.<br /><br />The cultural references in ...
88,POSITIVE,Duckman,Dutchman,Dutchman | Duck man,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,".../>The cultural references in ""Duckman"" also tend ..."
89,POSITIVE,Arund,Around,Around | Arun,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... Miss Miller. Wile playing an Arund the World in 80 Days video ga...
89,POSITIVE,Chipettes,Pipettes,Pipettes | Chipotles,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ter), round the Chipmunks and Chipettes into an adventure in which th..."
