text,label,text_dyslexic,orig_sentiment_label,dys_sentiment_label,orig_sentiment_score,dys_sentiment_score,score_delta,label_flipped
"I gave this film my rare 10 stars.<br /><br />When I first began watching it and realized it would not be a film with a strong plot line I almost turned it off. I am very glad I didn't.<br /><br />This is a character driven film, a true story, which revolves mainly around the life of Rachel ""Nanny"" Crosby, a strong, beautiful (inside and out)Black woman and how she touched the lives of so many in the community of Lackawanna.<br /><br />Highly interesting not only its strong characterizations of Nanny and the people who lived at her boardinghouse, but also it gives us a look at what life and community were like for African Americans in the 1950's, prior to integration, and the good and bad sides of segregation and how it ultimately affected and changed the Black community.<br /><br />In addition to excellent performances by all members of the cast, there is some fine singing and dancing from that era.",1,"I gave this film my rare 10 stars.<br /><br />When I first began watching it and realized it would not be a film with a strong plot line I almost turned it off. I am very glad I didn't.<br /><br />This is a character driven film, a true story, which revolves mainly around the life of Rachel ""Nanny"" Crosby, a strong, beautiful (inside and out)Black wuman and how she touched the lives of so many in the community of Lackawanna.<br /><br />Highly intresting not only its strong characterizations of Nanny and the pepol who lived at her boardinghouse, but also it gives us a look at what life and community were like for African Americans in the 1950's, prior to integration, and the good and bad sides of segregation and how it ultimately affected and changed the Black community.<br /><br />In addition to excellent performances by all members of the cast, there is some fine singing and dancing from that era.",neutral,neutral,0.41456,0.413863,0.0006970000000000032,False
"First of all, before I start my review, I just read every review for 'The Muppet Movie' here and I can't believe that someone could give a negative review to a movie like this. (Fortunately there was only one.) I mean, I can understand how someone may not like 'Star Wars' due to the whole Sci-Fi genre, but to not like a movie starring some of the most lovable puppets in the history of mankind is almost sad. <br /><br />Okay, I will step off my soapbox now and review this movie.<br /><br />'The Muppet Movie' came out when I was seven. All of my friends wanted to see this as their birthday movie, so I think I saw it about four times in the first month in theaters.<br /><br />As a child many things attracted me to this and all the other Muppet movies & TV shows. The singing was probably the main one. Most of the songs in 'The Muppet Movie' are classics. From ""Rainbow Connection"" to ""I'm Going to Go Back There Someday"", they're entertaining and thought-provoking.<br /><br />As an adult I see 'The Muppet Movie' in almost a whole different light. Yes, the things that thrilled me about it as a kid are still there, but it's the little jokes and such that are just plain hilarious.<br /><br />I mean, when you think about it, Jim Henson is a sick man. <br /><br />Kermit is a frog and that is in love with a sweet pig that wears purple gloves and could karate chop you into two pieces. Fozzie is a stand-up comedian bear. Gonzo is a 'whatever' that is infatuated with chickens. Then you have two old guys that heckle, a piano-playing dog, a rock band with a maniac drummer, a Swedish chef that you can't understand and a number of other characters that are just plain eccentric.<br /><br />Yet, for these reasons and more, Henson has entertained millions of children and adults, giving us all something special to watch and remember him by. <br /><br />'The Muppet Movie' will always remain in my heart for many reasons, but I think the biggest one is because it's a movie, unlike a lot of recent children's movies, that I feel comfortable to have my kids watch. Plus, I don't get bored out of my mind with jokes that are dumbed down to my kids' level.<br /><br />It's a great movie that is sure to be remembered forever.",1,"First of all, before I start my review, I just read evry review for 'The Muppet Movie' here and I can't beleive that sumone could give a negative review to a movie like this. (Fortunately there woz only one.) I mean, I can understand how someone may not like 'Star Wars' due to the whole Sci-Fi genre, but to not like a movie starring some of the most lovable puppets in the history of mankind is almost sad. <br /><br />Okay, I will step off my soapbox now and review this movie.<br /><br />'The Muppet Movie' came out when I was seven. All of my friends wanted to see this as their birthday movie, so I think I saw it about four times in the first month in theaters.<br /><br />As a child many things attracted me to this and all the other Muppet movies & TV shows. The singing woz probably the main one. Most of the songs in 'The Muppet Movie' are classics. From ""Rainbow Connection"" to ""I'm Going to Go Back There Someday"", they're entertaining and thought-provoking.<br /><br />As an adult I see 'The Muppet Movie' in almost a whole different light. Yes, the things that thrilled me about it as a kid are still there, but it's the little jokes and such that are just plain hilarious.<br /><br />I mean, when you think about it, Jim Henson is a sick man. <br /><br />Kermit is a frog and that is in love with a sweet pig that wears purple gloves and could karate chop you into two pieces. Fozzie is a stand-up comedian bear. Gonzo is a 'whatever' that is infatuated with chickens. Then you have two old guys that heckle, a piano-playing dog, a rock band with a maniac drummer, a Swedish chef that you can't understand and a number of other characters that are just plain eccentric.<br /><br />Yet, for these reasons and more, Henson has entertained millions of children and adults, giving us all something special to watch and remember him by. <br /><br />'The Muppet Movie' will always remain in my heart for many reasons, but I think the biggest one is because it's a movie, unlike a lot of recent children's movies, that I feel comfortable to have my kids watch. Plus, I don't get bored out of my mind with jokes that are dumbed down to my kids' level.<br /><br />It's a great movie that is sure to be remembered forever.",neutral,neutral,0.421773,0.45666,-0.034887,False
"I come from Bangladesh, and here, C.C.Costigan is a goddess of awesome sex. All kidding aside, a friend and I were awake in the middle of the night, watching movies on the Encore: Action channel, when we came across a series of sci-fi-esquire flicks. There was RoboCop 2 (not bad,...not bad at all) ... then Judge Dredd, (Stalone almost ruins his career) then a movie called Lethal Target. One would think the title ""Lethal Target"" could only be awarded to a really cool, and really cheesy Rambo knock-off. But nay, what is delivered is what I would like to call a ""Semi-softcore, semi-pseudo action, semi-sci-fi film"" ... actually, I think I can say that this isn't even a film at all. If it wasn't for the main character's sheer hotness, my friend and I would've turned off the movie as the opening credits rolled.<br /><br />I have a few questions to the people (I wouldn't even dare say ""professionals"") who made this film. -One, In the future, why are they using the weaponry we used in 1999? Oh, wait, I get it, it's all that they could get their hands on,... right???... well then,.. why is the main character wearing what looks like a normal everyday linen shirt and a vest, kinda like what people wore in the late nineties? .... oh ... I get it ... in space, it MUST have been a fashion statement.... well, then... WHY,OH, WHY does the main character pull out a 3.5 floppy disk at one point in the film so that she can upload some bullshit ?! wtf !? ...we've progressed so far that we have space travel, but we still haven't progressed past 1.44megabytes of space..?<br /><br />I guess I'm just asking for too much.<br /><br />Question two, Let's just say...that yes... this is a softcore porn. Then why is there only ONE real sex scene, and why does it last for 2 minutes?<br /><br />I mean, you're taking the REASON people are staying up in the middle of the night to see this crap (dare I say 'movie' anymore?) ... and whittling it down to 2 minutes. Hell, they should've just taken that sex scene and sold it to another porn movie, and they would've STILL made more money off of this ""crap"" than they did.<br /><br />C.C.Cortigan is hot. And no offense to the actress, but she acts about as well as I do. and I'm mentally retarded, and only have one testicle... (C.C. Cortigan,...e-mail me ...we'll have lunch) I would write more, but I've run out of space.",0,"I come from Bangladesh, and here, C.C.Costigan is a goddess of awesome sex. All kidding aside, a friend and I were awake in the middle of the night, watching movies on the Encore: Action channel, when we came across a series of sci-fi-esquire flicks. Thier was RoboCop 2 (not bad,...not bad at all) ... than Judge Dredd, (Stalone almost ruins his career) then a movie called Lethal Target. One would think the title ""Lethal Target"" coud only be awarded to a really cool, and really cheesy Rambo knock-off. But nay, what is delivered is what I woud like to call a ""Semi-softcore, semi-pseudo action, semi-sci-fi film"" ... actualy, I think I can say that this isn't even a film at all. If it wasn't for the main character's sheer hotness, my friend and I would've turned off the movie as the opening credits rolled.<br /><br />I have a few questions to the people (I wouldn't even dare say ""professionals"") who made this film. -One, In the future, why are thay using the weaponry we used in 1999? Oh, wait, I get it, it's all that they could get their hands on,... right???... well then,.. why is the main character wearing what looks like a normal everyday linen shirt and a vest, kinda like what people wore in the late nineties? .... oh ... I get it ... in space, it MUST have been a fashion statement.... well, then... WHY,OH, WHY does the main character pull out a 3.5 floppy disk at one point in the film so that she can upload some bullshit ?! wtf !? ...we've progressed so far that we hav space travel, but we still haven't progressed past 1.44megabytes of space..?<br /><br />I guess I'm just asking for too much.<br /><br />Question two, Let's just say...that yes... this is a softcore porn. Then why is there only ONE real sex scene, and why does it last for 2 minutes?<br /><br />I mean, you're taking the REASON pepol are staying up in the middle of the night to see this crap (dare I say 'movie' anymore?) ... and whittling it down to 2 minuts. Hell, they should've just taken that sex scene and sold it to another porn movie, and they would've STILL made more money off of this ""crap"" then they did.<br /><br />C.C.Cortigan is hot. And no offense to the actress, but she acts about as well as I do. and I'm mentally retarded, and only have one testicle... (C.C. Cortigan,...e-mail me ...we'll have lunch) I woud write more, but I've run out of space.",positive,positive,0.686282,0.667015,0.019266999999999923,False
"LACKAWANNA BLUES is an entertaining, engrossing, emotionally-charged HBO-TV movie based on the childhood memories of actor Ruben Santiago-Hudson (who also appears in a small role). This joyous motion picture experience is centered around Santiago-Hudson's childhood guardian, Rachel ""Nanny"" Crosby, a strong, big-hearted black woman who ran a boarding house in upstate New York during the 1950's. Nanny was a one-woman social service organization whose boarding house was filled with drunks, derelicts, cripples, drug addicts, misfits, and everyone else in town who needed a hand-up instead of a hand-out. The crux of the story revolves around Nanny's relationship with young Ruben (beautifully played by Marcus Franklin),a boy whose divorced parents were unable to raise the boy properly so Nanny took him in. S. Epatha Merkeson, who has been wasted for years in the thankless role of Lieutenant Van Buren on NBC's LAW & ORDER, turns in a powerhouse performance as Nanny, the neighborhood mother-figure whose boarding house became a symbol for the downtrodden black folks in her town. Merkeson is nothing short of magnificent, in a performance that earned her a Golden Globe and an Emmy Award. Merkeson is backed by an impressive all-star cast that includes Terrance Howard (brilliant and heartbreaking as Nanny's husband), Louis Gossett Jr., Rosie Perez, Jimmy Smits, Delroy Lindo, Macy Gray, Michael K. Williams, Jeffrey Wright, Henry Simmons, Patricia Wettig, Ernie Hudson, Mos Def, and Hill Harper as the adult Ruben. Colorful and exciting, beautifully photographed and exquisitely scored, this is one of a kind motion picture experience that works on all levels, but if for no other reason, is worth seeing for the electrifying starring performance by S. Epatha Merkeson, who is given the role of a lifetime and makes the most of it.",1,"LACKAWANNA BLUES is an entertaining, engrossing, emotionally-charged HBO-TV movie based on the childhood memories of actor Ruben Santiago-Hudson (who also appears in a small role). This joyous motion picture experience is centered around Santiago-Hudson's childhood guardian, Rachel ""Nanny"" Crosby, a strong, big-hearted black woman who ran a boarding house in upstate New York during the 1950's. Nanny was a one-woman social service organization whose boarding house was filled with drunks, derelicts, cripples, drug addicts, misfits, and everyone else in town who needed a hand-up instead of a hand-out. The crux of the story revolves around Nanny's relationship with yung Ruben (beautifully played by Marcus Franklin),a boy whose divorced parents were unable to raise the boy properly so Nanny took him in. S. Epatha Merkeson, who has been wasted for years in the thankless role of Lieutenant Van Buren on NBC's LAW & ORDER, turns in a powerhouse performance as Nanny, the neighborhood mother-figure whose boarding house became a symbol for the downtrodden black folks in her town. Merkeson is nothink short of magnificent, in a performance that earned her a Golden Globe and an Emmy Award. Merkeson is backed by an impressive all-star cast that includes Terrance Howard (brilliant and heartbreaking as Nanny's husband), Louis Gossett Jr., Rosie Perez, Jimmy Smits, Delroy Lindo, Macy Gray, Michael K. Williams, Jeffrey Wright, Henry Simmons, Patricia Wettig, Ernie Hudson, Mos Def, and Hill Harper as the adult Ruben. Colorful and exciting, beautifully photographed and exquisitely scored, this is one of a kind motion picture experience that works on all levels, but if for no other reason, is worth seeing for the electrifying starring performance by S. Epatha Merkeson, who is given the role of a lifetime and makes the most of it.",positive,positive,0.93301,0.933064,-5.3999999999998494e-05,False
"When a group of businessmen start dying in the presence of the mysterious Mr. Coulomb, FBI agent Dick Martin is assigned to the case. As the deaths continue to mount, Mr. Martin obviously isn't having much success. By the end of the movie, the strange truth is revealed, which I won't reveal here.<br /><br />One of the other users commenting on this states ""This is a Classic film and should be ENJOYED and not picked apart"". I'm sorry but I have to respectfully disagree with this opinion. It is ""classic"" only in that it is old, not in any sense pertaining to its quality. I've enjoyed a lot of low budget ""B"" movies from around this time period, but this isn't one of them.<br /><br />The pacing is unbearably slow, the camera work is pretty bland, most of the acting is fairly wooden (even Lugosi isn't great in this one in my opinion) and the plot, while it has an interesting premise, seems to be thrown together in a very difficult to follow manner.",0,"When a group of businessmen start dying in the presence of the mysterious Mr. Coulomb, FBI agent Dick Martin is assigned to the case. As the deaths continue to mount, Mr. Martin obviously isn't having much success. By the end of the movie, the strange truth is revealed, which I won't reveal here.<br /><br />One of the uther users commenting on this states ""This is a Classic film and should be ENJOYED and not picked apart"". I'm sorry but I have to respectfully disagree with this opinion. It is ""classic"" only in that it is old, not in any sense pertaining to its quality. I've enjoyed a lot of low budget ""B"" movies from around this time period, but this isn't one of them.<br /><br />The pacing is unbearably slow, the camera work is pretty bland, most of the acting is fairly wooden (even Lugosi isn't great in this one in my opinion) and the plot, while it has an interesting premise, seems to be thrown together in a vrey difficult to follow manner.",negative,negative,0.656696,0.65898,-0.0022840000000000638,False
"Yes, it's true that it was Jessica Alba who leads me to this movie, because without her, I should have never pick it.<br /><br />But, I find it long, dull and above all, unoriginal. All along, I thought that the story was full of clichés and the directing very boring. So it was a surprise to see that the director and writer are the one and same person. I take notice to remember to avoid all his next movies.<br /><br />It's a pity because all good things were at hand: Malaysia is a beautiful jungle, it was the British Empire and the cast is wonderful: Jessica knows how to open her soul and for one time, she has found an appropriate movie for this. Bob Hoskins shows a great experience and he should have won an award for this role.<br /><br />The only positive thing is that it makes me open a world-map to locate this island because if you guess it happens in south Asia, you don't know where exactly! Ah, the little plane flight with red lines in the Indiana Jones movie!!!",0,"Yes, it's true that it was Jessica Alba who leads me to this movie, because without her, I shoud have never pick it.<br /><br />But, I find it long, dull and above all, unoriginal. All along, I thought that the story was full of clichés and the directing very boring. So it was a surprise to see that the director and writer are the one and same person. I take notice to remember to avoid all his next movies.<br /><br />It's a pity because all good things where at hand: Malaysia is a beautiful jungle, it woz the British Empire and the cast is wonderful: Jessica knows how to open her soul and for one time, she has found an appropriate movie for this. Bob Hoskins shows a great experience and he should have won an award for this role.<br /><br />The only positive thing is that it makes me open a world-map to locate this island because if you guess it happens in south Asia, you don't know where exactly! Ah, the little plane flight with red lines in the Indiana Jones movie!!!",negative,negative,0.557828,0.504601,0.053227000000000024,False
"Distasteful British film from a Japanese novel about a very troubled young man who comes under the influence of a Hitler-like classmate and plots to harm his widowed mother's lover. A couple of good scenes (Sarah Miles discovering her son has been peeping at her and confronts him in anger, the pasty-faced lad trying to ensnare Kris Kristofferson to his demise by being extra friendly), but what's the point beyond provoking shock? Ugly and uneasy, it doesn't showcase anyone involved to any advantage (especially Kristofferson, whose hollow stares and usual gravelly talk is out-of-place in a psychological mishmash like this one). Coldly without any sense of its own absurdity, director Lewis John Carlino seems to believe a circumstance like this could actually happen. If he's right, that's far more shocking than anything in ""Sailor"". * from ****",0,"Distasteful British film from a Japanese novel about a very troubled young man who comes under the influence of a Hitler-like classmate and plots to harm his widowed mother's lover. A couple of good scenes (Sarah Miles discovering her son has been peeping at her and confronts him in anger, the pasty-faced lad trying to ensnare Kris Kristofferson to his demise by being extra friendly), but what's the point beyond provoking shock? Ugly and uneasy, it doesn't showcase anyone involved to any advantage (especially Kristofferson, whose hollow stares and usual gravelly talk is out-of-place in a psychological mishmash like this one). Coldly without any sense of its own absurdity, director Lewis John Carlino seems to believe a circumstance like this coud actualy happen. If he's right, that's far more shocking than anything in ""Sailor"". * from ****",negative,negative,0.806354,0.804371,0.001983000000000068,False
"""Stripperella"" is an animated series about a girl named Erotica Jones (voiced by Pamela Anderson) who lives a double life as a stripper at a gentleman's club known as ""The Tender Loins"" and as a sexy crime-fighter known as Stripperella, a.k.a. Agent 69 who works for a government organization. As Stripperella, Erotica fights crime and the forces of evil such as a plastic surgeon who gives women breast implants that either explode or make them fat and Cheapo, a criminal who steals from 99 cent stores and makes his two henchmen share a gun. The creator of the character and the series is Stan Lee of Marvel fame (and creator of Spider-Man).<br /><br />Back in late June of 2003, Spike TV (then known as The New TNN) premiered a Thursday night block of three animated shows. Those shows were ""Ren & Stimpy: Adult Party Cartoon""; new adventures of classic kids show characters Ren and Stimpy for adults done by original creator John Kricfalusi, ""Gary the Rat""; about a lawyer who is turned into a human sized rat starring Kelsee Grammar of ""Cheers"" and ""Fraiser"" fame, and ""Stripperella""; the adventures of a stripper who doubles as a superhero voiced by Pamela Anderson and created by Stan Lee. I remember seeing all three of the premiers. I was anxious to see Ren and Stimpy as I love the original show. I was a little let down. It was alright but it seemed to take things a little too far; seeing the two have gay sex together was a bit much. Though Gary the Rat wasn't bad, the best of the three was easily Stripperella. The animation was really good, it had an awesome intro song, it had some good talent behind it, and it was funny as hell! The show was just so silly, I don't even know how to begin explaining it! After four of five weeks (if not a little less) the animation block disappeared, which was weird because I know it got good ratings and it was advertised everywhere. I was disappointed to see Stripperella go but several months later I found out about new episodes that aired at like 1:00 AM. I only got to see one and though it was funny as hell and I was glad to see the show back after all that time, something seemed a bit off....<br /><br />In the beginning of it's short run, ""Stripperella"" had great animation. It was dark, moody, realistic, and somewhat sexy too. The Stripperella costumed looked good too, the character was drawn well. After the long hiatus and during the rest of the episodes, the animation was very different. Instead of dark and realistic look it originally had everything was now really colorful and cartoonish. Stripperella received the biggest changes though. Before she had normal long hair, now she had hair bigger than Peggy Bundy's (Married with Children) if even possible. Also, the eye mask actually shows her eyes now; before it was just white you saw which was cool since it was more superheroish. Also, the upper part of her costume was kind of a vest-type thing with a collar and her costume was dark blue; that changed to her costume being a bluish-violet color and her upper costume being really crappy looking in comparison. In short, the show was a cartoon and very over the top silly beforehand, but the second-half it became more cartoonish looking and though still laugh-out-loud hilarious, it became more zany as well; for example, there was a later episode about a were-beaver...yes, a were-beaver. <br /><br />Anyway, instead of complaining about the mid-series changes, ""Stripperella"" only ran one season but it was a very good show. Like the Tales from the Crypt film ""Bordello of Blood"", it may be really campy but it's really fun. As long as your not a prude you'll find yourself laughing repeatedly at this show. I haven't seen every episode because I haven't got the DVD yet for two reasons: #1. Paramount released and they have this screwed up policy about not including any extras on nearly all released TV shows, even though this was the entire show (I would have liked to see some commentary's maby explaining the animation change and interviews with Pamela Anderson and Stan Lee) and #2. the awesome Kid Rock song during the opening was replaced. Now I'm not a fan of his, but that intro sang WAS the theme for the show! If your not going to pay to have any extras at least pay to have the original intro song you jack-asses. The show also had a few interesting guest stars such as John Lovitz as Cheapo and Mark Hamil as the plastic surgion who hates models. Also Tom Kenny (SpongeBob) was on the show as the owner of the strip club in most every episode. Stan Lee has a cameo in one episode too.<br /><br />The Breakdown: <br /><br />PROS: Had a great look to it at first, FUNNY AS HELL, a very fun show, great voice talent for the most part, Chief Strogenoff (watch the show and see some of the stuff he does), and was easily the best of the three animated shows mentioned earlier.<br /><br />CONS: The mid-series animation change and the crappy DVD described earlier. Aside from the fact that some of the humor could be kind of dumb at times I have nothing really negative to say about this.<br /><br />OVERALL: Stripperella is a huge guilty pleasure of mine and it's a shame it only ran one season. It was a very funny, sexy, actioned packed cult series that I hope to see air on Adult Swim someday with the original intro intact and possibly give it another season like Family Guy. Check it out even if it is on the lousy DVD. You will laugh yourself silly.<br /><br />Rated TV-MA: Crude and Sexual Humor and Nudity, Runtime: About 25 minutes per episode, Score: 9/10",1,"""Stripperella"" is an animated series abowt a girl named Erotica Jones (voiced by Pamela Anderson) who lives a double life as a stripper at a gentleman's club known as ""The Tender Loins"" and as a sexy crime-fighter known as Stripperella, a.k.a. Agent 69 who works for a goverment organization. As Stripperella, Erotica fights crime and the forces of evil such as a plastic surgeon who gives women breast implants that either explode or make them fat and Cheapo, a criminal who steals from 99 cent stores and makes his two henchmen share a gun. The creator of the character and the series is Stan Lee of Marvel fame (and creator of Spider-Man).<br /><br />Back in late June of 2003, Spike TV (then known as The New TNN) premiered a Thursday night block of three animated shows. Those shows were ""Ren & Stimpy: Adult Party Cartoon""; new adventures of classic kids show characters Ren and Stimpy for adults done by original creator John Kricfalusi, ""Gary the Rat""; about a lawyer who is turned into a human sized rat starring Kelsee Grammar of ""Cheers"" and ""Fraiser"" fame, and ""Stripperella""; the adventures of a stripper who doubles as a superhero voiced by Pamela Anderson and created by Stan Lee. I remember seeing all three of the premiers. I was anxious to see Ren and Stimpy as I love the original show. I was a little let down. It was alright but it seemed to take things a little too far; seeing the two have gay sex togeather woz a bit much. Though Gary the Rat wasn't bad, the best of the three was easily Stripperella. The animation was really good, it had an awesome intro song, it had some good talent behind it, and it woz funny as hell! The show was just so silly, I don't even know how to begin explaining it! Aftur four of five weeks (if not a little less) the animation block disappeared, which was weird because I know it got good ratings and it was advertised everywhere. I was disappointed to see Stripperella go but several months later I found out about new episodes that aired at like 1:00 AM. I only got to see one and though it was funny as hell and I was glad to see the show back after all that time, something seemed a bit off....<br /><br />In the beginning of it's short run, ""Stripperella"" had great animation. It woz dark, moody, realistic, and somewhat sexy too. The Stripperella costumed looked good too, the character woz drawn well. Aftur the long hiatus and during the rest of the episodes, the animation was very diferent. Instead of dark and realistic look it originally had everything was now really colorful and cartoonish. Stripperella received the biggest changes though. Before she had normal long hair, now she had hair bigger than Peggy Bundy's (Married with Childern) if even possible. Also, the eye mask actually shows her eyes now; before it was just white you saw wich was cool since it was more superheroish. Also, the upper part of her costume was kind of a vest-type thing with a collar and her costume woz dark blue; that changed to her costume being a bluish-violet color and her upper costume being realy crappy looking in comparison. In short, the show woz a cartoon and very over the top silly beforehand, but the second-half it became more cartoonish looking and though still laugh-out-loud hilarious, it became more zany as well; for example, thier was a later episode about a were-beaver...yes, a were-beaver. <br /><br />Anyway, instead of complaining about the mid-series changes, ""Stripperella"" only ran one season but it was a very good show. Like the Tales from the Crypt film ""Bordello of Blood"", it may be really campy but it's really fun. As long as your not a prude you'll find yourself laughing repeatedly at this show. I haven't seen every episode because I haven't got the DVD yet for two reasons: #1. Paramount released and thay have this screwed up policy about not including any extras on nearly all released TV shows, even though this was the entire show (I would have liked to see some commentary's maby explaining the animation change and interviews with Pamela Anderson and Stan Lee) and #2. the awesome Kid Rock song during the opening was replaced. Now I'm not a fan of his, but that intro sang WAS the theme for the show! If your not going to pay to have any extras at least pay to have the original intro song you jack-asses. The show also had a few interesting guest stars such as John Lovitz as Cheapo and Mark Hamil as the plastic surgion who hates models. Also Tom Kenny (SpongeBob) woz on the show as the owner of the strip club in most every episode. Stan Lee has a cameo in one episode too.<br /><br />The Breakdown: <br /><br />PROS: Had a great look to it at first, FUNNY AS HELL, a very fun show, great voice talent for the most part, Chief Strogenoff (watch the show and see some of the stuff he does), and woz easily the best of the three animated shows mentioned earlier.<br /><br />CONS: The mid-series animation change and the crappy DVD described earlier. Aside from the fact that some of the humor could be kind of dumb at times I have nothing really negative to say about this.<br /><br />OVERALL: Stripperella is a huge guilty pleasure of mine and it's a shame it only ran one season. It was a vrey funny, sexy, actioned packed cult series that I hope to see air on Adult Swim someday with the original intro intact and possibly give it another season like Family Guy. Check it out even if it is on the lousy DVD. You will laugh yourself silly.<br /><br />Rated TV-MA: Crude and Sexual Humor and Nudity, Runtime: Abowt 25 minutes per episode, Score: 9/10",neutral,neutral,0.799021,0.765165,0.033856,False
"Critics love this movie. I personally found it senseless and tasteless. This is the millionth time I've fallen into the ""critics love it"" trap and came out wishing someone would throw boiling hot water on my testicles because it was less painful than watching the movie. There are many scenes that are completely unnecessary. A warning to Animal lovers: Don't see this movie if you don't want to see sheep killed and molested.<br /><br />If you want to see a good Asian film, see Afrika. If you want to see a film about escaped convicts, see the Gene Wilder/Richard Pryor classic Stir Crazy. Avoid 9 Souls like the plague.",0,"Critics love this movie. I personally found it senseless and tasteless. This is the millionth time I've fallen into the ""critics love it"" trap and came out wishing sumone woud throw boiling hot water on my testicles because it was less painful than watching the movie. There are many scenes that are completely unnecessary. A warning to Animal lovers: Don't see this movie if you don't want to see sheep killed and molested.<br /><br />If you want to see a good Asian film, see Afrika. If you want to see a film abowt escaped convicts, see the Gene Wilder/Richard Pryor classic Stir Crazy. Avoid 9 Souls like the plague.",negative,negative,0.856315,0.859521,-0.003205999999999931,False
"PDQ Bach did it better. Much of ""Bach""'s speaking part is letters written to various patrons complaining about the amount and speed of his payment. Anna Magdalena's diary, mostly about the death of children and sundry other family matters, is an iota more engaging. The music is disconcerting: 17th century sized chapel orchestras and choirs producing 20th century concert hall sound. The overall production quality reminded me of a junior high slide show. J S Bach was a brilliant man whose music speaks for itself. This film adds nothing. Netflix sent me 2 discs that wouldn't play, so I streamed the movie. Clearly Netflix was trying to tell me something.",0,"PDQ Bach did it better. Much of ""Bach""'s speaking part is letters written to various patrons complaining about the amount and speed of his payment. Anna Magdalena's diary, mostly about the death of children and sundry other family matters, is an iota more engaging. The music is disconcerting: 17th century sized chapel orchestras and choirs producing 20th century concert hall sound. The overall production quality reminded me of a junior high slide show. J S Bach was a brilliant man whose music speaks for itself. This film adds nothing. Netflix sent me 2 discs that wouldn't play, so I streamed the movie. Clearly Netflix was trying to tell me somthing.",negative,negative,0.507086,0.509574,-0.0024879999999999347,False
"This is the final episode we deserved. At the end of the last season, things were left in a 'life goes on' mood, which was hardly the wrap-up that this realistic series deserved. While not a happy show, this series was always one that made you think (a rare thing on television), and this is no exception. 'Is death justified by reasoning?' 'Are morals reflective of society, or is society shaped by the morals that are selected by the few in power?' 'What is a just death, and can it exist?' All of these questions, and more, are posed by the writers of this show every week, and this is their final thesis. Fine acting, great writing, wonderful camera-work, brilliant editing, clean direction. If you have seen the series and you missed this when it first ran, then get a hold on a copy somehow. If you never watched the series when it ran, then this will stand up on its own, but it may be heavy going trying to keep up with who all the characters are and what they are alluding to in their varied pasts. For those of us who were avid viewers of the series in the last two seasons, this is very satisfying viewing.",1,"This is the final episode we deserved. At the end of the last season, things were left in a 'life goes on' mood, which was hardly the wrap-up that this realistic series deserved. While not a happy show, this series was always one that made you think (a rare thing on television), and this is no exception. 'Is death justified by reasoning?' 'Are morals reflective of society, or is society shaped by the morals that are selected by the few in power?' 'What is a just death, and can it exist?' All of these questions, and more, are posed by the writers of this show every week, and this is their final thesis. Fine acting, great writing, wonderful camera-work, brilliant editing, clean direction. If you have seen the series and you missed this when it first ran, then get a hold on a copy somehow. If you never watched the series when it ran, then this will stand up on its own, but it may be heavy going trying to keep up with who all the characters are and what they are alluding to in thier varied pasts. For those of us who where avid viewers of the series in the last two seasons, this is vrey satisfying viewing.",neutral,neutral,0.508977,0.506377,0.0026000000000000467,False
"Having grown up on westerns and considering the present dearth of westerns on TV and at the theater, I was really looking forward to Commanche moon.<br /><br />After watching two nights, and not another, it appears to be have been shot on a tight budget. Robert Duvall and Tommy Lee Jones level stars are conspicuously absent. There is Val Kilmer, but what the heck is going on with him? Four or five buildings on either side of the street plus the Scull mansion make up the entire town of Austin. The capitol is never seen, only the inside of the governor's office.<br /><br />The dialog is often times hokey, meaningless rambling. The plot line disjointed. Altogether, completely forgettable.",0,"Having grown up on westerns and considering the present dearth of westerns on TV and at the theater, I was realy looking forward to Commanche moon.<br /><br />After watching two nights, and not another, it appears to be hav been shot on a tight budget. Robert Duvall and Tommy Lee Jones level stars are conspicuously absent. There is Val Kilmer, but what the heck is going on with him? Four or five buildings on either side of the street plus the Scull mansion make up the entire town of Austin. The capitol is never seen, only the inside of the governor's office.<br /><br />The dialog is offen times hokey, meaningless rambling. The plot line disjointed. Altogether, completely forgettable.",neutral,neutral,0.472824,0.488054,-0.015229999999999966,False
"Poor old Robert Taylor. Other than THE FEDS, nothing much has gone his way - this almost-shocker is a wasteful ninety minutes and not much more. It's one of those cheesy detective-crime flicks with the narrative of the lead character the whole way through - usually that's reserved for comedies these days but this film takes itself way too seriously! A pity; Australian films, particularly in the 2000-01 periods, have been of exceptional quality overall - but I suppose there have got to be a few misses. Why even make a film like this, that obviously isn't going to be any good?",0,"Poor old Robert Taylor. Uther than THE FEDS, nothing much has gone his way - this almost-shocker is a wasteful ninety minutes and not much more. It's one of those cheesy detective-crime flicks with the narrative of the lead character the whole way through - usualy that's reserved for comedies these days but this film takes itself way too seriously! A pity; Australian films, particularly in the 2000-01 periods, hav been of exceptional quality overall - but I suppose thier hav got to be a few misses. Why even make a film like this, that obviously isn't going to be any good?",negative,negative,0.881988,0.892901,-0.01091299999999995,False
